Hugo_Symbol	type	freq	data	class	n.samples	n.patients
JAK2	TNBC	0	brca_igr_2015	Metastasis	51	51
MYCL	TNBC	0	brca_igr_2015	Metastasis	51	51
GNAS	TNBC	0.0196	brca_igr_2015	Metastasis	51	51
JUN	TNBC	0.0196	brca_igr_2015	Metastasis	51	51
CRKL	TNBC	0	brca_igr_2015	Metastasis	51	51
MSH6	TNBC	0	brca_igr_2015	Metastasis	51	51
TGFBR2	TNBC	0	brca_igr_2015	Metastasis	51	51
IL7R	TNBC	0	brca_igr_2015	Metastasis	51	51
RAD50	TNBC	0	brca_igr_2015	Metastasis	51	51
ROS1	TNBC	0	brca_igr_2015	Metastasis	51	51
PTPRT	TNBC	0	brca_igr_2015	Metastasis	51	51
IKBKE	TNBC	0	brca_igr_2015	Metastasis	51	51
FLT4	TNBC	0	brca_igr_2015	Metastasis	51	51
BRCA1	TNBC	0	brca_igr_2015	Metastasis	51	51
MYH9	TNBC	0	brca_igr_2015	Metastasis	51	51
PDGFRB	TNBC	0	brca_igr_2015	Metastasis	51	51
RET	TNBC	0	brca_igr_2015	Metastasis	51	51
WT1	TNBC	0	brca_igr_2015	Metastasis	51	51
PTPN11	TNBC	0	brca_igr_2015	Metastasis	51	51
SDHD	TNBC	0	brca_igr_2015	Metastasis	51	51
FANCC	TNBC	0	brca_igr_2015	Metastasis	51	51
FGFR2	TNBC	0	brca_igr_2015	Metastasis	51	51
TOP1	TNBC	0	brca_igr_2015	Metastasis	51	51
CCND2	TNBC	0	brca_igr_2015	Metastasis	51	51
FLT1	TNBC	0	brca_igr_2015	Metastasis	51	51
PIK3R2	TNBC	0	brca_igr_2015	Metastasis	51	51
NOTCH1	TNBC	0.0196	brca_igr_2015	Metastasis	51	51
AKT2	TNBC	0.0196	brca_igr_2015	Metastasis	51	51
SOX2	TNBC	0	brca_igr_2015	Metastasis	51	51
CDK6	TNBC	0	brca_igr_2015	Metastasis	51	51
FLT3	TNBC	0.0196	brca_igr_2015	Metastasis	51	51
CREBBP	TNBC	0	brca_igr_2015	Metastasis	51	51
NKX2-1	TNBC	0.0196	brca_igr_2015	Metastasis	51	51
DICER1	TNBC	0	brca_igr_2015	Metastasis	51	51
TNFAIP3	TNBC	0	brca_igr_2015	Metastasis	51	51
STK11	TNBC	0	brca_igr_2015	Metastasis	51	51
MAP2K1	TNBC	0	brca_igr_2015	Metastasis	51	51
FANCA	TNBC	0	brca_igr_2015	Metastasis	51	51
MET	TNBC	0.0196	brca_igr_2015	Metastasis	51	51
IDH1	TNBC	0	brca_igr_2015	Metastasis	51	51
REL	TNBC	0	brca_igr_2015	Metastasis	51	51
TET2	TNBC	0	brca_igr_2015	Metastasis	51	51
FLCN	TNBC	0	brca_igr_2015	Metastasis	51	51
RARA	TNBC	0	brca_igr_2015	Metastasis	51	51
NFE2L2	TNBC	0	brca_igr_2015	Metastasis	51	51
SRC	TNBC	0	brca_igr_2015	Metastasis	51	51
PIK3CB	TNBC	0	brca_igr_2015	Metastasis	51	51
FOXO3	TNBC	0	brca_igr_2015	Metastasis	51	51
RECQL4	TNBC	0.0196	brca_igr_2015	Metastasis	51	51
ERCC2	TNBC	0	brca_igr_2015	Metastasis	51	51
ARID1B	TNBC	0	brca_igr_2015	Metastasis	51	51
PIK3CA	all	0.2731	brca_igr_2015	Metastasis	208	208
SYNE1	all	0.0556	brca_igr_2015	Metastasis	208	208
ESR1	all	0.0926	brca_igr_2015	Metastasis	208	208
KMT2D	all	0.0463	brca_igr_2015	Metastasis	208	208
EP300	all	0.0417	brca_igr_2015	Metastasis	208	208
AKT1	all	0.0417	brca_igr_2015	Metastasis	208	208
ERBB4	all	0.037	brca_igr_2015	Metastasis	208	208
PALB2	all	0.037	brca_igr_2015	Metastasis	208	208
NF1	all	0.037	brca_igr_2015	Metastasis	208	208
KMT2C	all	0.0324	brca_igr_2015	Metastasis	208	208
GATA3	all	0.0278	brca_igr_2015	Metastasis	208	208
CDKN2A	all	0.0139	brca_igr_2015	Metastasis	208	208
RB1	all	0.0278	brca_igr_2015	Metastasis	208	208
SETD2	all	0.0278	brca_igr_2015	Metastasis	208	208
BRCA2	all	0.0231	brca_igr_2015	Metastasis	208	208
KEAP1	all	0.0231	brca_igr_2015	Metastasis	208	208
TET1	all	0.0231	brca_igr_2015	Metastasis	208	208
MAP3K1	all	0.0417	brca_igr_2015	Metastasis	208	208
ASXL1	all	0.0231	brca_igr_2015	Metastasis	208	208
EPHB1	all	0.0231	brca_igr_2015	Metastasis	208	208
MAP2K4	all	0.0231	brca_igr_2015	Metastasis	208	208
BRAF	all	0.0185	brca_igr_2015	Metastasis	208	208
ARID2	all	0.0185	brca_igr_2015	Metastasis	208	208
SMARCA4	all	0.0185	brca_igr_2015	Metastasis	208	208
KMT2A	all	0.0185	brca_igr_2015	Metastasis	208	208
ARID1A	all	0.0185	brca_igr_2015	Metastasis	208	208
USP9X	all	0.0185	brca_igr_2015	Metastasis	208	208
KDM6A	all	0.0185	brca_igr_2015	Metastasis	208	208
ASXL2	all	0.0185	brca_igr_2015	Metastasis	208	208
IGF1R	all	0.0185	brca_igr_2015	Metastasis	208	208
PMS1	all	0.0139	brca_igr_2015	Metastasis	208	208
BLM	all	0.0139	brca_igr_2015	Metastasis	208	208
PTEN	all	0.0185	brca_igr_2015	Metastasis	208	208
NOTCH2	all	0.0185	brca_igr_2015	Metastasis	208	208
PTCH1	all	0.0185	brca_igr_2015	Metastasis	208	208
ATR	all	0.0093	brca_igr_2015	Metastasis	208	208
FBXW7	all	0.0139	brca_igr_2015	Metastasis	208	208
ATM	all	0.0139	brca_igr_2015	Metastasis	208	208
MTOR	all	0.0139	brca_igr_2015	Metastasis	208	208
BIVM-ERCC5	all	0.0139	brca_igr_2015	Metastasis	208	208
CBFB	all	0.0139	brca_igr_2015	Metastasis	208	208
FANCD2	all	0.0139	brca_igr_2015	Metastasis	208	208
ERBB3	all	0.0139	brca_igr_2015	Metastasis	208	208
CARD11	all	0.0139	brca_igr_2015	Metastasis	208	208
ALK	all	0.0231	brca_igr_2015	Metastasis	208	208
AKAP9	all	0.0231	brca_igr_2015	Metastasis	208	208
ERBB2	all	0.0231	brca_igr_2015	Metastasis	208	208
TBX3	all	0.0139	brca_igr_2015	Metastasis	208	208
PTPRD	all	0.0185	brca_igr_2015	Metastasis	208	208
KIT	all	0.0185	brca_igr_2015	Metastasis	208	208
CTCF	all	0.0185	brca_igr_2015	Metastasis	208	208
TSC1	all	0.0185	brca_igr_2015	Metastasis	208	208
NCOR1	all	0.0185	brca_igr_2015	Metastasis	208	208
MITF	all	0.0093	brca_igr_2015	Metastasis	208	208
MAPK1	all	0.0093	brca_igr_2015	Metastasis	208	208
NTRK3	all	0.0093	brca_igr_2015	Metastasis	208	208
XPO1	all	0.0093	brca_igr_2015	Metastasis	208	208
EGFR	all	0.0093	brca_igr_2015	Metastasis	208	208
GNAQ	all	0.0093	brca_igr_2015	Metastasis	208	208
MAP3K13	all	0.0139	brca_igr_2015	Metastasis	208	208
JAK1	all	0.0139	brca_igr_2015	Metastasis	208	208
MLH1	all	0.0139	brca_igr_2015	Metastasis	208	208
PRDM1	all	0.0139	brca_igr_2015	Metastasis	208	208
TSC2	all	0.0139	brca_igr_2015	Metastasis	208	208
PIK3R1	all	0.0139	brca_igr_2015	Metastasis	208	208
PIK3CG	all	0.0139	brca_igr_2015	Metastasis	208	208
PBRM1	all	0.0139	brca_igr_2015	Metastasis	208	208
ATRX	all	0.0139	brca_igr_2015	Metastasis	208	208
PARP1	all	0.0139	brca_igr_2015	Metastasis	208	208
TSHR	all	0.0139	brca_igr_2015	Metastasis	208	208
UBR5	all	0.0139	brca_igr_2015	Metastasis	208	208
APC	all	0.0139	brca_igr_2015	Metastasis	208	208
KRAS	all	0.0139	brca_igr_2015	Metastasis	208	208
SF3B1	all	0.0139	brca_igr_2015	Metastasis	208	208
SMO	all	0.0093	brca_igr_2015	Metastasis	208	208
CDKN1B	all	0.0093	brca_igr_2015	Metastasis	208	208
FH	all	0.0093	brca_igr_2015	Metastasis	208	208
TAF1	all	0.0093	brca_igr_2015	Metastasis	208	208
BCL6	all	0.0093	brca_igr_2015	Metastasis	208	208
GPR124	all	0.0093	brca_igr_2015	Metastasis	208	208
CDH1	all	0.0093	brca_igr_2015	Metastasis	208	208
PPP2R1A	all	0.0093	brca_igr_2015	Metastasis	208	208
CHEK2	all	0.0093	brca_igr_2015	Metastasis	208	208
PAX5	all	0.0093	brca_igr_2015	Metastasis	208	208
CBL	all	0.0093	brca_igr_2015	Metastasis	208	208
CDK12	all	0.0093	brca_igr_2015	Metastasis	208	208
PDE4DIP	all	0.0093	brca_igr_2015	Metastasis	208	208
KDM5C	all	0.0093	brca_igr_2015	Metastasis	208	208
NSD1	all	0.0093	brca_igr_2015	Metastasis	208	208
AR	all	0.0093	brca_igr_2015	Metastasis	208	208
SMAD4	all	0.0093	brca_igr_2015	Metastasis	208	208
FGFR4	all	0.0093	brca_igr_2015	Metastasis	208	208
MYCN	all	0.0093	brca_igr_2015	Metastasis	208	208
ARID5B	all	0.0093	brca_igr_2015	Metastasis	208	208
LIFR	all	0.0093	brca_igr_2015	Metastasis	208	208
EZH2	all	0.0093	brca_igr_2015	Metastasis	208	208
EPHA3	all	0.0093	brca_igr_2015	Metastasis	208	208
MDM2	all	0.0093	brca_igr_2015	Metastasis	208	208
CIC	all	0.0093	brca_igr_2015	Metastasis	208	208
FOXP1	all	0.0093	brca_igr_2015	Metastasis	208	208
DDR2	all	0.0093	brca_igr_2015	Metastasis	208	208
IKZF1	all	0.0093	brca_igr_2015	Metastasis	208	208
PIK3CD	all	0.0046	brca_igr_2015	Metastasis	208	208
ERCC4	all	0.0046	brca_igr_2015	Metastasis	208	208
FGFR1	all	0.0046	brca_igr_2015	Metastasis	208	208
RAF1	all	0.0046	brca_igr_2015	Metastasis	208	208
ABL1	all	0.0046	brca_igr_2015	Metastasis	208	208
CCND3	all	0.0046	brca_igr_2015	Metastasis	208	208
HRAS	all	0.0046	brca_igr_2015	Metastasis	208	208
MEN1	all	0.0046	brca_igr_2015	Metastasis	208	208
JAK2	all	0.0046	brca_igr_2015	Metastasis	208	208
MYCL	all	0.0046	brca_igr_2015	Metastasis	208	208
GNAS	all	0.0046	brca_igr_2015	Metastasis	208	208
JUN	all	0.0046	brca_igr_2015	Metastasis	208	208
CRKL	all	0.0046	brca_igr_2015	Metastasis	208	208
MSH6	all	0.0046	brca_igr_2015	Metastasis	208	208
TGFBR2	all	0.0046	brca_igr_2015	Metastasis	208	208
IL7R	all	0.0046	brca_igr_2015	Metastasis	208	208
RAD50	all	0.0046	brca_igr_2015	Metastasis	208	208
ROS1	all	0.0046	brca_igr_2015	Metastasis	208	208
PTPRT	all	0.0046	brca_igr_2015	Metastasis	208	208
IKBKE	all	0.0046	brca_igr_2015	Metastasis	208	208
FLT4	all	0.0046	brca_igr_2015	Metastasis	208	208
BRCA1	all	0.0046	brca_igr_2015	Metastasis	208	208
MYH9	all	0.0046	brca_igr_2015	Metastasis	208	208
PDGFRB	all	0.0046	brca_igr_2015	Metastasis	208	208
RET	all	0.0046	brca_igr_2015	Metastasis	208	208
WT1	all	0.0046	brca_igr_2015	Metastasis	208	208
PTPN11	all	0.0046	brca_igr_2015	Metastasis	208	208
SDHD	all	0.0046	brca_igr_2015	Metastasis	208	208
FANCC	all	0.0046	brca_igr_2015	Metastasis	208	208
FGFR2	all	0.0046	brca_igr_2015	Metastasis	208	208
TOP1	all	0.0046	brca_igr_2015	Metastasis	208	208
CCND2	all	0.0046	brca_igr_2015	Metastasis	208	208
FLT1	all	0.0046	brca_igr_2015	Metastasis	208	208
PIK3R2	all	0.0046	brca_igr_2015	Metastasis	208	208
NOTCH1	all	0.0046	brca_igr_2015	Metastasis	208	208
AKT2	all	0.0046	brca_igr_2015	Metastasis	208	208
SOX2	all	0.0046	brca_igr_2015	Metastasis	208	208
CDK6	all	0.0046	brca_igr_2015	Metastasis	208	208
FLT3	all	0.0046	brca_igr_2015	Metastasis	208	208
CREBBP	all	0.0046	brca_igr_2015	Metastasis	208	208
NKX2-1	all	0.0046	brca_igr_2015	Metastasis	208	208
DICER1	all	0.0046	brca_igr_2015	Metastasis	208	208
TNFAIP3	all	0.0046	brca_igr_2015	Metastasis	208	208
STK11	all	0.0046	brca_igr_2015	Metastasis	208	208
MAP2K1	all	0.0046	brca_igr_2015	Metastasis	208	208
FANCA	all	0.0046	brca_igr_2015	Metastasis	208	208
MET	all	0.0046	brca_igr_2015	Metastasis	208	208
IDH1	all	0.0046	brca_igr_2015	Metastasis	208	208
REL	all	0.0046	brca_igr_2015	Metastasis	208	208
TET2	all	0.0046	brca_igr_2015	Metastasis	208	208
FLCN	all	0.0046	brca_igr_2015	Metastasis	208	208
RARA	all	0.0046	brca_igr_2015	Metastasis	208	208
NFE2L2	all	0.0046	brca_igr_2015	Metastasis	208	208
SRC	all	0.0046	brca_igr_2015	Metastasis	208	208
PIK3CB	all	0.0046	brca_igr_2015	Metastasis	208	208
FOXO3	all	0.0046	brca_igr_2015	Metastasis	208	208
RECQL4	all	0.0046	brca_igr_2015	Metastasis	208	208
ERCC2	all	0.0046	brca_igr_2015	Metastasis	208	208
ARID1B	all	0.0046	brca_igr_2015	Metastasis	208	208
PIK3CA	HR+	0.4154	brca_mbcproject_wagle_2017	Metastasis	70	63
KMT2C	HR+	0.0615	brca_mbcproject_wagle_2017	Metastasis	70	63
KMT2D	HR+	0.0769	brca_mbcproject_wagle_2017	Metastasis	70	63
MTOR	HR+	0.0769	brca_mbcproject_wagle_2017	Metastasis	70	63
SYNE1	HR+	0.0462	brca_mbcproject_wagle_2017	Metastasis	70	63
CDH1	HR+	0.2	brca_mbcproject_wagle_2017	Metastasis	70	63
PTEN	HR+	0.0769	brca_mbcproject_wagle_2017	Metastasis	70	63
ESR1	HR+	0.0615	brca_mbcproject_wagle_2017	Metastasis	70	63
SETD2	HR+	0.0308	brca_mbcproject_wagle_2017	Metastasis	70	63
NCOR1	HR+	0.0308	brca_mbcproject_wagle_2017	Metastasis	70	63
ARID1A	HR+	0.0308	brca_mbcproject_wagle_2017	Metastasis	70	63
TBX3	HR+	0.0308	brca_mbcproject_wagle_2017	Metastasis	70	63
CDKN2A	HR+	0.0308	brca_mbcproject_wagle_2017	Metastasis	70	63
ERBB2	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
IKBKE	HR+	0.0308	brca_mbcproject_wagle_2017	Metastasis	70	63
TET2	HR+	0.0308	brca_mbcproject_wagle_2017	Metastasis	70	63
FLT1	HR+	0.0308	brca_mbcproject_wagle_2017	Metastasis	70	63
PIK3CG	HR+	0.0308	brca_mbcproject_wagle_2017	Metastasis	70	63
NSD1	HR+	0.0308	brca_mbcproject_wagle_2017	Metastasis	70	63
MET	HR+	0.0308	brca_mbcproject_wagle_2017	Metastasis	70	63
AMER1	HR+	0.1077	brca_mbcproject_wagle_2017	Metastasis	70	63
NF1	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
TAF1	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
CBFB	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
UBR5	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
EP300	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
FANCD2	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
JAK3	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
ERBB3	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
MAP3K1	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
PALB2	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
MDM4	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
JAK2	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
FLT4	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
APC	HR+	0.0308	brca_mbcproject_wagle_2017	Metastasis	70	63
ATRX	HR+	0.0308	brca_mbcproject_wagle_2017	Metastasis	70	63
EGFR	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
ERCC5	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
CDC73	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
KMT2A	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
IRS2	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
AR	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
MYH9	HR+	0.0308	brca_mbcproject_wagle_2017	Metastasis	70	63
AKAP9	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
DDR2	HR+	0.0308	brca_mbcproject_wagle_2017	Metastasis	70	63
ASXL1	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
SMARCA4	HR+	0.0462	brca_mbcproject_wagle_2017	Metastasis	70	63
ATM	HR+	0.0308	brca_mbcproject_wagle_2017	Metastasis	70	63
KRAS	HR+	0.0462	brca_mbcproject_wagle_2017	Metastasis	70	63
RUNX1	HR+	0.0462	brca_mbcproject_wagle_2017	Metastasis	70	63
BAP1	HR+	0.0462	brca_mbcproject_wagle_2017	Metastasis	70	63
CREBBP	HR+	0.0462	brca_mbcproject_wagle_2017	Metastasis	70	63
AURKB	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
ERBB4	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
NOTCH1	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
PTPRD	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
PBRM1	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
RAD50	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
ERCC3	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
MAPK1	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
ABL1	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
SF3B1	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
FGFR2	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
PIK3CD	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
PDE4DIP	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
FANCA	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
FGFR1	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
MSH6	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
CD79B	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
ROS1	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
CTCF	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
NTRK1	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
NPM1	HR+	0.0308	brca_mbcproject_wagle_2017	Metastasis	70	63
PMS2	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
WT1	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
ATR	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
PTPRT	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
BLM	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
KDM6A	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
FH	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
PIK3R1	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
MSH2	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
AURKA	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
DNMT3A	HR+	0.0308	brca_mbcproject_wagle_2017	Metastasis	70	63
BRCA1	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
AKT3	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
SDHA	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
CDK12	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
GNAQ	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
HNF1A	HR+	0.0308	brca_mbcproject_wagle_2017	Metastasis	70	63
BRCA2	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
KDM5C	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
BCL6	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
PHOX2B	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
PIK3CB	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
TNFAIP3	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
SMARCD1	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
GPR124	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
MPL	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
XPO1	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
CASP8	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
CCND3	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
MAP3K13	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
GATA3	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
MAP2K4	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
FLCN	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
ARID2	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
MEN1	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
MRE11A	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
MITF	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
DICER1	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
KIT	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
IGF1R	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
CBL	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
NFE2L2	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
PRDM1	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
CDKN1B	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
FOXP1	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
GNAS	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
AKT2	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
REL	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
BRAF	HR+	0.0154	brca_mbcproject_wagle_2017	Metastasis	70	63
EPHA3	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
RARA	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
NOTCH2	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
KDR	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
USP9X	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
PARP1	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
ARID5B	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
SRC	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
SUFU	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
MDM2	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
PDGFRB	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
BRIP1	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
PTCH1	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
FANCC	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
RET	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
ASXL2	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
ETV1	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
CARD11	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
NTRK3	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
RB1	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
AKT1	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
TSC2	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
FBXW7	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
NF2	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
ERCC2	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
STK11	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
SMAD4	HR+	0	brca_mbcproject_wagle_2017	Metastasis	70	63
PIK3CA	HER2+	0.2571	brca_mbcproject_wagle_2017	Metastasis	37	35
KMT2C	HER2+	0.0571	brca_mbcproject_wagle_2017	Metastasis	37	35
KMT2D	HER2+	0.0571	brca_mbcproject_wagle_2017	Metastasis	37	35
MTOR	HER2+	0	brca_mbcproject_wagle_2017	Metastasis	37	35
SYNE1	HER2+	0.0857	brca_mbcproject_wagle_2017	Metastasis	37	35
CDH1	HER2+	0	brca_mbcproject_wagle_2017	Metastasis	37	35
PTEN	HER2+	0.0286	brca_mbcproject_wagle_2017	Metastasis	37	35
ESR1	HER2+	0.0286	brca_mbcproject_wagle_2017	Metastasis	37	35
SETD2	HER2+	0.0857	brca_mbcproject_wagle_2017	Metastasis	37	35
NCOR1	HER2+	0.0571	brca_mbcproject_wagle_2017	Metastasis	37	35
ARID1A	HER2+	0.0286	brca_mbcproject_wagle_2017	Metastasis	37	35
TBX3	HER2+	0.0571	brca_mbcproject_wagle_2017	Metastasis	37	35
CDKN2A	HER2+	0	brca_mbcproject_wagle_2017	Metastasis	37	35
ERBB2	HER2+	0.0571	brca_mbcproject_wagle_2017	Metastasis	37	35
IKBKE	HER2+	0	brca_mbcproject_wagle_2017	Metastasis	37	35
TET2	HER2+	0.0571	brca_mbcproject_wagle_2017	Metastasis	37	35
FLT1	HER2+	0	brca_mbcproject_wagle_2017	Metastasis	37	35
PIK3CG	HER2+	0.0286	brca_mbcproject_wagle_2017	Metastasis	37	35
NSD1	HER2+	0.0286	brca_mbcproject_wagle_2017	Metastasis	37	35
MET	HER2+	0.0286	brca_mbcproject_wagle_2017	Metastasis	37	35
AMER1	HER2+	0	brca_mbcproject_wagle_2017	Metastasis	37	35
NF1	HER2+	0.0286	brca_mbcproject_wagle_2017	Metastasis	37	35
TAF1	HER2+	0.0286	brca_mbcproject_wagle_2017	Metastasis	37	35
CBFB	HER2+	0.0857	brca_mbcproject_wagle_2017	Metastasis	37	35
UBR5	HER2+	0.0571	brca_mbcproject_wagle_2017	Metastasis	37	35
EP300	HER2+	0.0286	brca_mbcproject_wagle_2017	Metastasis	37	35
FANCD2	HER2+	0.0571	brca_mbcproject_wagle_2017	Metastasis	37	35
JAK3	HER2+	0.0286	brca_mbcproject_wagle_2017	Metastasis	37	35
ERBB3	HER2+	0.0571	brca_mbcproject_wagle_2017	Metastasis	37	35
MAP3K1	HER2+	0.0571	brca_mbcproject_wagle_2017	Metastasis	37	35
PALB2	HER2+	0.0286	brca_mbcproject_wagle_2017	Metastasis	37	35
MDM4	HER2+	0.0571	brca_mbcproject_wagle_2017	Metastasis	37	35
JAK2	HER2+	0.0571	brca_mbcproject_wagle_2017	Metastasis	37	35
FLT4	HER2+	0.0571	brca_mbcproject_wagle_2017	Metastasis	37	35
APC	HER2+	0	brca_mbcproject_wagle_2017	Metastasis	37	35
