Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Karyotype band	Gene name
ENSG00000203785	153093135	153106184	1	q21.3	SPRR2E
ENSG00000244094	153112121	153113516	1	q21.3	SPRR2F
ENSG00000229035	153140491	153140709	1	q21.3	SPRR2C
ENSG00000159516	153149582	153150890	1	q21.3	SPRR2G
ENSG00000229699	153174518	153191676	1	q21.3	AL161636.1
ENSG00000203784	153203430	153205120	1	q21.3	LELP1
ENSG00000203783	153217584	153219310	1	q21.3	PRR9
ENSG00000230779	153225080	153226006	1	q21.3	AL161636.2
ENSG00000203782	153259687	153262124	1	q21.3	LORICRIN
ENSG00000159527	153297862	153310718	1	q21.3	PGLYRP3
ENSG00000163218	153330120	153348841	1	q21.3	PGLYRP4
ENSG00000207321	153331622	153331728	1	q21.3	RNU6-160P
ENSG00000163220	153357854	153361023	1	q21.3	S100A9
ENSG00000163221	153373711	153375621	1	q21.3	S100A12
ENSG00000237008	153379821	153380799	1	q21.3	LAPTM4BP1
ENSG00000143546	153390032	153391073	1	q21.3	S100A8
ENSG00000224784	153396591	153396771	1	q21.3	S100A15A
ENSG00000184330	153416520	153423222	1	q21.3	S100A7A
ENSG00000203781	153427020	153428401	1	q21.3	S100A7P1
ENSG00000197364	153437058	153439949	1	q21.3	S100A7L2
ENSG00000143556	153457744	153460651	1	q21.3	S100A7
ENSG00000263841	153500463	153500764	1	q21.3	RN7SL44P
ENSG00000238279	153533603	153535115	1	q21.3	BX470102.1
ENSG00000197956	153534599	153536244	1	q21.3	S100A6
ENSG00000196420	153537147	153541765	1	q21.3	S100A5
ENSG00000196154	153543613	153550136	1	q21.3	S100A4
ENSG00000188015	153547329	153549258	1	q21.3	S100A3
ENSG00000196754	153561108	153567890	1	q21.3	S100A2
ENSG00000285867	153586813	153606283	1	q21.3	BX470102.2
ENSG00000188643	153606886	153613145	1	q21.3	S100A16
ENSG00000189334	153614255	153616986	1	q21.3	S100A14
ENSG00000189171	153618787	153631360	1	q21.3	S100A13
ENSG00000271853	153626332	153634340	1	q21.3	AL162258.1
ENSG00000160678	153627926	153632039	1	q21.3	S100A1
ENSG00000272030	153631438	153634397	1	q21.3	AL162258.2
ENSG00000160679	153633982	153646306	1	q21.3	CHTOP
ENSG00000143553	153658703	153661852	1	q21.3	SNAPIN
ENSG00000143621	153661788	153671028	1	q21.3	ILF2
ENSG00000169418	153678688	153693992	1	q21.3	NPR1
ENSG00000274940	153689705	153689793	1	q21.3	MIR8083
ENSG00000242565	153704088	153704385	1	q21.3	RN7SL372P
ENSG00000235015	153717303	153718347	1	q21.3	GEMIN2P1
ENSG00000199565	153726252	153726353	1	q21.3	Y_RNA
ENSG00000143624	153728050	153774808	1	q21.3	INTS3
ENSG00000243613	153746851	153751227	1	q21.3	AL513523.4
ENSG00000233222	153750983	153752176	1	q21.3	AL513523.3
ENSG00000143554	153774354	153780157	1	q21.3	SLC27A3
ENSG00000207039	153785720	153785821	1	q21.3	Y_RNA
ENSG00000143614	153789030	153923360	1	q21.3	GATAD2B
ENSG00000231827	153793947	153802091	1	q21.3	AL513523.2
ENSG00000223599	153852106	153853414	1	q21.3	AL513523.1
ENSG00000236327	153890595	153890865	1	q21.3	AL831737.1
ENSG00000284738	153923337	153935240	1	q21.3	AL358472.5
ENSG00000198837	153929501	153946718	1	q21.3	DENND4B
ENSG00000160741	153947669	153958615	1	q21.3	CRTC2
ENSG00000143570	153959099	153968184	1	q21.3	SLC39A1
ENSG00000285779	153959151	153975887	1	q21.3	AL358472.7
ENSG00000276584	153962351	153962420	1	q21.3	MIR6737
ENSG00000282386	153964361	153965070	1	q21.3	AL358472.4
ENSG00000273026	153966516	153966930	1	q21.3	AL358472.3
ENSG00000143578	153967534	153974361	1	q21.3	CREB3L4
ENSG00000143543	153974269	153977674	1	q21.3	JTB
ENSG00000285641	153975850	153986246	1	q21.3	AL358472.6
ENSG00000272654	153977743	153979160	1	q21.3	AL358472.2
ENSG00000143545	153981617	153986358	1	q21.3	RAB13
ENSG00000177954	153990762	153992155	1	q21.3	RPS27
ENSG00000143552	153992685	154155116	1	q21.3	NUP210L
ENSG00000231416	153995632	153995960	1	q21.3	AL358472.1
ENSG00000200220	154039916	154040022	1	q21.3	RNU6-179P
ENSG00000231837	154078866	154079963	1	q21.3	RPS7P2
ENSG00000263987	154104521	154104592	1	q21.3	MIR5698
ENSG00000143549	154155304	154194648	1	q21.3	TPM3
ENSG00000264384	154166245	154166549	1	q21.3	RN7SL431P
ENSG00000215938	154193665	154193743	1	q21.3	MIR190B
ENSG00000163263	154199085	154206333	1	q21.3	C1orf189
ENSG00000143612	154206696	154220637	1	q21.3	C1orf43
ENSG00000143569	154220179	154271510	1	q21.3	UBAP2L
ENSG00000201129	154259727	154259862	1	q21.3	SNORA58B
ENSG00000143575	154272589	154275875	1	q21.3	HAX1
ENSG00000252682	154288460	154288527	1	q21.3	AL354980.1
ENSG00000212292	154295503	154295601	1	q21.3	RNU6-239P
ENSG00000222457	154297650	154297748	1	q21.3	RNU6-121P
ENSG00000278694	154312462	154313084	1	q21.3	AL354980.2
ENSG00000143595	154321090	154325325	1	q21.3	AQP10
ENSG00000143515	154325553	154351304	1	q21.3	ATP8B2
ENSG00000238365	154338743	154338802	1	q21.3	RNU7-57P
ENSG00000237920	154376966	154379273	1	q21.3	AL162591.1
ENSG00000226855	154378207	154379089	1	q21.3	RPSAP17
ENSG00000228013	154402328	154406564	1	q21.3	IL6R-AS1
ENSG00000160712	154405193	154469450	1	q21.3	IL6R
ENSG00000228264	154414369	154415137	1	q21.3	PSMD8P1
ENSG00000169291	154469772	154502412	1	q21.3	SHE
ENSG00000273110	154480012	154481501	1	q21.3	AL162591.2
ENSG00000163239	154502219	154548147	1	q21.3	TDRD10
ENSG00000160714	154548577	154559028	1	q21.3	UBE2Q1
ENSG00000229780	154553609	154555017	1	q21.3	UBE2Q1-AS1
ENSG00000286391	154564855	154567748	1	q21.3	AL592078.2
ENSG00000160716	154567778	154580013	1	q21.3	CHRNB2
ENSG00000233875	154579065	154579663	1	q21.3	AL592078.1
ENSG00000160710	154582057	154628013	1	q21.3	ADAR
ENSG00000287064	154671593	154678345	1	q21.3	AL606500.1
ENSG00000143603	154697455	154870281	1	q21.3	KCNN3
ENSG00000163344	154924740	154936719	1	q21.3	PMVK
ENSG00000270361	154937370	154938059	1	q21.3	AL451085.1
ENSG00000163346	154944076	154956123	1	q21.3	PBXIP1
ENSG00000268154	154950210	154950492	1	q21.3	Metazoa_SRP
ENSG00000163348	154957026	154963853	1	q21.3	PYGO2
ENSG00000271380	154961825	154962623	1	q21.3	AL451085.2
ENSG00000160691	154962298	154974395	1	q21.3	SHC1
ENSG00000173207	154974653	154979251	1	q21.3	CKS1B
ENSG00000264349	154975693	154975783	1	q21.3	MIR4258
ENSG00000160688	154983338	154993111	1	q21.3	FLAD1
ENSG00000163352	154993586	154994315	1	q21.3	LENEP
ENSG00000160685	155002630	155018522	1	q21.3	ZBTB7B
ENSG00000163354	155018520	155033781	1	q21.3	DCST2
ENSG00000163357	155033824	155050930	1	q21.3	DCST1
ENSG00000232093	155045191	155046118	1	q21.3	DCST1-AS1
ENSG00000143537	155050566	155062775	1	q21.3	ADAM15
ENSG00000243364	155063737	155069553	1	q21.3	EFNA4
ENSG00000251246	155063748	155086807	1	q21.3	AL691442.2
ENSG00000143590	155078837	155087538	1	q21.3	EFNA3
ENSG00000202027	155120490	155120598	1	q22	AL691442.1
ENSG00000169242	155127876	155134899	1	q22	EFNA1
ENSG00000169241	155135344	155138857	1	q22	SLC50A1
ENSG00000179085	155139891	155140595	1	q22	DPM3
ENSG00000223452	155148544	155148813	1	q22	HMGN2P18
ENSG00000163463	155169408	155173475	1	q22	KRTCAP2
ENSG00000273088	155169409	155187272	1	q22	AL713999.1
ENSG00000163462	155173787	155184971	1	q22	TRIM46
ENSG00000185499	155185824	155192916	1	q22	MUC1
ENSG00000231064	155195004	155205495	1	q22	AC234582.1
ENSG00000284586	155195177	155195272	1	q22	MIR92B
ENSG00000169231	155195588	155209051	1	q22	THBS3
ENSG00000173171	155208699	155213824	1	q22	MTX1
ENSG00000236263	155211151	155213819	1	q22	AC234582.2
ENSG00000160766	155213821	155227422	1	q22	GBAP1
ENSG00000236675	155230975	155234325	1	q22	MTX1P1
ENSG00000177628	155234452	155244699	1	q22	GBA
ENSG00000160767	155247205	155255483	1	q22	FAM189B
ENSG00000116521	155255979	155262430	1	q22	SCAMP3
ENSG00000176444	155262868	155278491	1	q22	CLK2
ENSG00000143630	155277463	155289848	1	q22	HCN3
ENSG00000143627	155289293	155301438	1	q22	PKLR
ENSG00000160752	155308748	155320666	1	q22	FDPS
ENSG00000225855	155316863	155324176	1	q22	RUSC1-AS1
ENSG00000160753	155320894	155331114	1	q22	RUSC1
ENSG00000116539	155335268	155562807	1	q22	ASH1L
ENSG00000283701	155346350	155346445	1	q22	MIR555
ENSG00000207134	155358712	155358818	1	q22	RNU6-106P
ENSG00000227773	155396010	155396978	1	q22	ASH1L-IT1
ENSG00000207144	155419397	155419500	1	q22	RNU6-1297P
ENSG00000237872	155433178	155434262	1	q22	POU5F1P4
ENSG00000235919	155562042	155563944	1	q22	ASH1L-AS1
ENSG00000271267	155566050	155566306	1	q22	AL353807.4
ENSG00000225082	155586644	155602197	1	q22	DAP3P1
ENSG00000223503	155590601	155591262	1	q22	AL353807.1
ENSG00000232519	155609776	155610380	1	q22	AL353807.2
ENSG00000125459	155610205	155614951	1	q22	MSTO1
ENSG00000246203	155614726	155660245	1	q22	AL353807.3
ENSG00000287839	155626757	155637604	1	q22	AL353807.5
ENSG00000163374	155659443	155689000	1	q22	YY1AP1
ENSG00000132676	155687960	155739010	1	q22	DAP3
ENSG00000227673	155710098	155710563	1	q22	AL162734.1
ENSG00000203761	155745829	155750137	1	q22	MSTO2P
ENSG00000116580	155749662	155859400	1	q22	GON4L
ENSG00000234937	155845367	155846624	1	q22	AL139128.1
ENSG00000132718	155859567	155885199	1	q22	SYT11
ENSG00000283442	155894281	155894386	1	q22	AL139128.2
ENSG00000143622	155897808	155911404	1	q22	RIT1
ENSG00000132680	155913045	155934413	1	q22	KHDC4
ENSG00000207475	155919909	155920045	1	q22	SNORA80E
ENSG00000280466	155925958	155926085	1	q22	SCARNA4
ENSG00000281394	155925958	155926086	1	q22	SCARNA4
ENSG00000173080	155941638	155943087	1	q22	RXFP4
ENSG00000116584	155946851	156007070	1	q22	ARHGEF2
ENSG00000277817	155951273	155951336	1	q22	MIR6738
ENSG00000273002	155978799	155982986	1	q22	AL355388.1
ENSG00000224276	155991390	156001787	1	q22	ARHGEF2-AS1
ENSG00000285677	156001953	156033342	1	q22	AL355388.2
ENSG00000163479	156009048	156020951	1	q22	SSR2
ENSG00000160803	156035299	156053798	1	q22	UBQLN4
ENSG00000116586	156054782	156058506	1	q22	LAMTOR2
ENSG00000132698	156061160	156070504	1	q22	RAB25
ENSG00000254726	156072013	156082465	1	q22	MEX3A
ENSG00000160789	156082573	156140089	1	q22	LMNA
ENSG00000196189	156147366	156177752	1	q22	SEMA4A
ENSG00000252236	156192063	156192203	1	q22	AL135927.1
ENSG00000160785	156193932	156212796	1	q22	SLC25A44
ENSG00000260238	156212982	156243332	1	q22	PMF1-BGLAP
ENSG00000160783	156212993	156240042	1	q22	PMF1
ENSG00000242252	156242184	156243317	1	q22	BGLAP
ENSG00000160781	156243320	156248117	1	q22	PAQR6
ENSG00000198952	156249224	156282825	1	q22	SMG5
ENSG00000163472	156282935	156293185	1	q22	TMEM79
ENSG00000198715	156290089	156295689	1	q22	GLMP
ENSG00000189030	156298624	156299307	1	q22	VHLL
ENSG00000163468	156308968	156367873	1	q22	CCT3
ENSG00000163467	156337314	156346995	1	q22	TSACC
ENSG00000132677	156369211	156385219	1	q22	RHBG
ENSG00000237390	156388226	156395609	1	q22	AL139130.1
ENSG00000125462	156404250	156456763	1	q22	C1orf61
ENSG00000207933	156420341	156420429	1	q22	MIR9-1
ENSG00000116604	156463727	156500779	1	q22	MEF2D
ENSG00000206651	156484098	156484210	1	q22	Y_RNA
ENSG00000260460	156509854	156511681	1	q22	AL365181.1
ENSG00000183856	156525405	156572604	1	q22	IQGAP3
ENSG00000187862	156579727	156586770	1	q22	TTC24
ENSG00000163382	156591762	156594299	1	q22	NAXE
ENSG00000160818	156594301	156601496	1	q23.1	GPATCH4
ENSG00000272971	156614742	156615288	1	q23.1	AL365181.4
ENSG00000132702	156619331	156625725	1	q23.1	HAPLN2
ENSG00000272068	156637783	156641004	1	q23.1	AL365181.2
ENSG00000132692	156641390	156659532	1	q23.1	BCAN
ENSG00000272405	156641666	156644887	1	q23.1	AL365181.3
ENSG00000229953	156646507	156661424	1	q23.1	AL590666.2
ENSG00000132688	156668763	156677407	1	q23.1	NES
ENSG00000237588	156687695	156691997	1	q23.1	AL590666.3
ENSG00000285570	156689676	156704757	1	q23.1	AL590666.4
ENSG00000143320	156699606	156705816	1	q23.1	CRABP2
ENSG00000223356	156712212	156713174	1	q23.1	AL590666.1
ENSG00000143319	156721891	156728766	1	q23.1	ISG20L2
ENSG00000143303	156728442	156736960	1	q23.1	RRNAD1
ENSG00000143314	156737303	156741590	1	q23.1	MRPL24
ENSG00000143321	156742109	156766925	1	q23.1	HDGF
ENSG00000143294	156750610	156800815	1	q23.1	PRCC
ENSG00000287624	156768105	156769233	1	q23.1	AL590666.5
ENSG00000027869	156806243	156816848	1	q23.1	SH2D2A
ENSG00000198400	156815640	156881850	1	q23.1	NTRK1
ENSG00000027644	156840063	156859117	1	q23.1	INSRR
ENSG00000187800	156893698	156916434	1	q23.1	PEAR1
ENSG00000160838	156920632	156933094	1	q23.1	LRRC71
ENSG00000132694	156934840	157045742	1	q23.1	ARHGEF11
ENSG00000211581	156936131	156936244	1	q23.1	MIR765
ENSG00000266160	156985755	156986049	1	q23.1	RN7SL612P
ENSG00000237842	157059232	157060762	1	q23.1	SMU1P1
ENSG00000224520	157073257	157074703	1	q23.1	KRT8P45
ENSG00000253831	157092043	157112412	1	q23.1	ETV3L
ENSG00000117036	157121191	157138474	1	q23.1	ETV3
ENSG00000235700	157128362	157128671	1	q23.1	CYCSP52
ENSG00000229961	157171116	157191963	1	q23.1	AL357143.1
ENSG00000284592	157204779	157205040	1	q23.1	AL357143.2
ENSG00000228239	157232231	157237136	1	q23.1	AL138900.1
ENSG00000271736	157273760	157283968	1	q23.1	LINC02772
ENSG00000286073	157287267	157310655	1	q23.1	AL138900.2
ENSG00000286151	157400927	157417259	1	q23.1	AL732406.1
ENSG00000286005	157437484	157437754	1	q23.1	AL353899.1
ENSG00000143297	157513377	157552515	1	q23.1	FCRL5
ENSG00000163518	157573747	157598085	1	q23.1	FCRL4
ENSG00000236731	157629939	157630728	1	q23.1	AL135929.2
ENSG00000233712	157636300	157640301	1	q23.1	AL135929.1
ENSG00000160856	157674321	157700769	1	q23.1	FCRL3
ENSG00000227217	157691762	157696459	1	q23.1	AL356276.1
ENSG00000231700	157709086	157709643	1	q23.1	AL356276.2
ENSG00000232366	157724180	157725020	1	q23.1	VDAC1P9
ENSG00000132704	157745733	157777132	1	q23.1	FCRL2
ENSG00000163534	157794403	157820120	1	q23.1	FCRL1
ENSG00000073754	157830911	157898256	1	q23.1	CD5L
ENSG00000227425	157861197	157861460	1	q23.1	MRPS21P2
ENSG00000236957	157925065	157949071	1	q23.1	AL139010.1
ENSG00000183853	157993273	158100262	1	q23.1	KIRREL1
ENSG00000226520	158025550	158031166	1	q23.1	KIRREL1-IT1
ENSG00000288460	158127287	158128301	1	q23.1	AL138899.3
ENSG00000231666	158131983	158149810	1	q23.1	LINC01704
ENSG00000227295	158175850	158177755	1	q23.1	ELL2P1
ENSG00000158473	158178030	158186427	1	q23.1	CD1D
ENSG00000229914	158195633	158196131	1	q23.1	AL138899.2
ENSG00000176320	158197922	158203877	1	q23.1	AL138899.1
ENSG00000158477	158254424	158258269	1	q23.1	CD1A
ENSG00000230942	158266753	158267320	1	q23.1	HMGN1P5
ENSG00000158481	158289923	158294774	1	q23.1	CD1C
ENSG00000158485	158327951	158331531	1	q23.1	CD1B
ENSG00000158488	158353696	158357553	1	q23.1	CD1E
ENSG00000186306	158398522	158399466	1	q23.1	OR10T2
ENSG00000180708	158418210	158426237	1	q23.1	OR10K2
ENSG00000203758	158445068	158446014	1	q23.1	OR10T1P
ENSG00000236257	158454198	158455273	1	q23.1	EI24P2
ENSG00000173285	158461574	158470857	1	q23.1	OR10K1
ENSG00000198965	158472220	158480936	1	q23.1	OR10R2
ENSG00000236656	158474454	158494886	1	q23.1	AL365440.2
ENSG00000198703	158491219	158492160	1	q23.1	OR10R3P
ENSG00000227445	158514785	158515925	1	q23.1	OR10R1P
ENSG00000231434	158523672	158525838	1	q23.1	AL365440.1
ENSG00000197532	158544550	158554405	1	q23.1	OR6Y1
ENSG00000186440	158560606	158570580	1	q23.1	OR6P1
ENSG00000279111	158578919	158579899	1	q23.1	OR10X1
ENSG00000198967	158605268	158612514	1	q23.1	OR10Z1
ENSG00000163554	158610704	158686715	1	q23.1	SPTA1
ENSG00000231237	158694539	158695509	1	q23.1	OR6K1P
ENSG00000196171	158699678	158700652	1	q23.1	OR6K2
ENSG00000203757	158716327	158720720	1	q23.1	OR6K3
ENSG00000180437	158724113	158725067	1	q23.1	OR6K4P
ENSG00000226949	158742146	158743415	1	q23.1	OR6K5P
ENSG00000197403	158747814	158772195	1	q23.1	OR6N1
ENSG00000180433	158754720	158755891	1	q23.1	OR6K6
ENSG00000188340	158774222	158781204	1	q23.1	OR6N2
ENSG00000229724	158796014	158796213	1	q23.1	OR2AQ1P
ENSG00000180409	158808399	158809335	1	q23.1	OR10AA1P
ENSG00000163563	158831351	158849506	1	q23.1	MNDA
ENSG00000229849	158878746	158883500	1	q23.1	PYHIN5P
ENSG00000163564	158930796	158977059	1	q23.1	PYHIN1
ENSG00000163565	158999968	159055155	1	q23.1	IFI16
ENSG00000163568	159062484	159147096	1	q23.2	AIM2
ENSG00000233473	159081133	159081795	1	q23.1	RAD1P2
ENSG00000162706	159171609	159203313	1	q23.2	CADM3
ENSG00000222552	159178473	159178559	1	q23.2	RNA5SP60
ENSG00000225670	159194325	159207973	1	q23.2	CADM3-AS1
ENSG00000213088	159203307	159206500	1	q23.2	ACKR1
ENSG00000215846	159276503	159277111	1	q23.2	MPTX1
ENSG00000248642	159279041	159280001	1	q23.2	OR10J2P
ENSG00000179639	159289714	159308224	1	q23.2	FCER1A
ENSG00000196266	159313670	159314659	1	q23.2	OR10J3
ENSG00000228560	159346166	159469068	1	q23.2	AL513323.1
ENSG00000248442	159351093	159352026	1	q23.2	OR10J7P
ENSG00000251686	159366161	159367089	1	q23.2	OR10J8P
ENSG00000249197	159405423	159406409	1	q23.2	OR10J9P
ENSG00000249730	159432204	159433138	1	q23.2	OR10J4
ENSG00000196184	159437845	159443078	1	q23.2	OR10J1
ENSG00000224943	159466321	159483376	1	q23.2	LINC02819
ENSG00000184155	159535078	159536007	1	q23.2	OR10J5
ENSG00000231100	159557368	159558200	1	q23.2	AL606752.1
ENSG00000271890	159581620	159582648	1	q23.2	OR10AE1P
ENSG00000132703	159587826	159588865	1	q23.2	APCS
ENSG00000158731	159598298	159599227	1	q23.2	OR10J6P
ENSG00000276632	159649151	159649620	1	q23.2	AL445528.2
ENSG00000223603	159704983	159705607	1	q23.2	CRPP1
ENSG00000132693	159712289	159714589	1	q23.2	CRP
ENSG00000235226	159759170	159759589	1	q23.2	AL445528.1
ENSG00000158716	159780932	159782543	1	q23.2	DUSP23
ENSG00000181036	159800511	159816257	1	q23.2	FCRL6
ENSG00000158714	159826811	159837492	1	q23.2	SLAMF8
ENSG00000256029	159834474	159873053	1	q23.2	AL590560.2
ENSG00000188004	159834480	159855071	1	q23.2	SNHG28
ENSG00000212161	159851906	159851972	1	q23.2	AL590560.1
ENSG00000243284	159854316	159862657	1	q23.2	VSIG8
ENSG00000272668	159854870	159867685	1	q23.2	AL590560.3
ENSG00000213085	159872364	159900165	1	q23.2	CFAP45
ENSG00000266458	159899979	159900079	1	q23.2	MIR4259
ENSG00000287040	159900475	159903431	1	q23.2	AL590560.5
ENSG00000279430	159910094	159910554	1	q23.2	AL590560.4
ENSG00000158710	159918107	159925507	1	q23.2	TAGLN2
ENSG00000085552	159927039	159945613	1	q23.2	IGSF9
ENSG00000162723	159951492	159954237	1	q23.2	SLAMF9
ENSG00000224259	159958035	159984750	1	q23.2	LINC01133
ENSG00000273933	159972548	159974064	1	q23.2	AL513485.1
ENSG00000177807	159998651	160070160	1	q23.2	KCNJ10
ENSG00000237409	160020300	160020727	1	q23.2	AL513302.1
ENSG00000143315	160024953	160031990	1	q23.2	PIGM
ENSG00000225279	160062461	160080769	1	q23.2	AL121987.1
ENSG00000162728	160081538	160090563	1	q23.2	KCNJ9
ENSG00000162729	160091340	160098943	1	q23.2	IGSF8
ENSG00000018625	160115759	160143591	1	q23.2	ATP1A2
ENSG00000132681	160151586	160186980	1	q23.2	ATP1A4
ENSG00000143318	160190575	160201886	1	q23.2	CASQ1
ENSG00000227741	160202199	160208869	1	q23.2	AL121987.2
ENSG00000162734	160205380	160215376	1	q23.2	PEA15
ENSG00000132716	160215715	160262549	1	q23.2	DCAF8
ENSG00000258465	160216800	160285130	1	q23.2	AL139011.2
ENSG00000228606	160261741	160263328	1	q23.2	AL139011.1
ENSG00000224261	160266340	160267225	1	q23.2	RPSAP18
ENSG00000162735	160276807	160286348	1	q23.2	PEX19
ENSG00000122218	160288594	160343273	1	q23.2	COPA
ENSG00000235082	160317403	160317706	1	q23.2	SUMO1P3
ENSG00000202078	160326104	160326216	1	q23.2	Y_RNA
ENSG00000162736	160343316	160358952	1	q23.2	NCSTN
ENSG00000171786	160367071	160372846	1	q23.2	NHLH1
ENSG00000201608	160392768	160392909	1	q23.2	RNU4-42P
ENSG00000162738	160400564	160428670	1	q23.2	VANGL2
ENSG00000162739	160485030	160523262	1	q23.3	SLAMF6
ENSG00000234425	160537073	160571458	1	q23.3	AL138930.1
ENSG00000066294	160541095	160579516	1	q23.3	CD84
ENSG00000117090	160608106	160647295	1	q23.3	SLAMF1
ENSG00000235101	160670148	160670979	1	q23.3	SETP9
ENSG00000228863	160670778	160699761	1	q23.3	AL121985.1
ENSG00000117091	160678746	160711831	1	q23.3	CD48
ENSG00000026751	160739057	160754821	1	q23.3	SLAMF7
ENSG00000275801	160775954	160776608	1	q23.3	AL121985.3
ENSG00000274562	160776975	160780140	1	q23.3	AL121985.2
ENSG00000122224	160796074	160828261	1	q23.3	LY9
ENSG00000122223	160830160	160862887	1	q23.3	CD244
ENSG00000226003	160848010	160848502	1	q23.3	PPIAP37
ENSG00000179914	160876540	160885180	1	q23.3	ITLN1
ENSG00000213080	160894980	160896076	1	q23.3	AL354714.2
ENSG00000232188	160931739	160934380	1	q23.3	AL354714.3
ENSG00000198358	160932465	160949922	1	q23.3	AL354714.1
ENSG00000233691	160935537	160936126	1	q23.3	AL354714.4
ENSG00000158764	160945025	160954809	1	q23.3	ITLN2
ENSG00000158769	160995211	161021343	1	q23.3	F11R
ENSG00000270149	160997957	161038962	1	q23.3	AL591806.3
ENSG00000232879	161034834	161035006	1	q23.3	AL591806.1
ENSG00000215845	161037631	161038977	1	q23.3	TSTD1
ENSG00000158773	161039251	161045977	1	q23.3	USF1
ENSG00000186517	161046946	161069970	1	q23.3	ARHGAP30
ENSG00000143217	161070998	161089558	1	q23.3	NECTIN4
ENSG00000228917	161084465	161087571	1	q23.3	NECTIN4-AS1
ENSG00000162755	161098361	161100346	1	q23.3	KLHDC9
ENSG00000143256	161100556	161118055	1	q23.3	PFDN2
ENSG00000158793	161118086	161125445	1	q23.3	NIT1
ENSG00000158796	161120974	161132688	1	q23.3	DEDD
ENSG00000238934	161141208	161141336	1	q23.3	AL591806.2
ENSG00000143222	161152776	161158856	1	q23.3	UFC1
ENSG00000224985	161153760	161159349	1	q23.3	AL590714.1
ENSG00000143258	161159450	161165723	1	q23.3	USP21
ENSG00000143224	161166056	161178013	1	q23.3	PPOX
ENSG00000158850	161171310	161177968	1	q23.3	B4GALT3
ENSG00000158859	161184302	161199054	1	q23.3	ADAMTS4
ENSG00000158864	161197104	161214395	1	q23.3	NDUFS2
ENSG00000158869	161215234	161220699	1	q23.3	FCER1G
ENSG00000158874	161222292	161223631	1	q23.3	APOA2
ENSG00000158882	161225939	161230746	1	q23.3	TOMM40L
ENSG00000284035	161227186	161227261	1	q23.3	MIR5187
ENSG00000143257	161229666	161238244	1	q23.3	NR1I3
ENSG00000248485	161258745	161285450	1	q23.3	PCP4L1
ENSG00000158887	161304735	161309968	1	q23.3	MPZ
